,name,license,GPL_dependencies
8173,odoo13-addons-oca-business-requirement,unknown,"['odoo13-addon-business-requirement', 'odoo13-addon-business-requirement-crm', 'odoo13-addon-business-requirement-deliverable', 'odoo13-addon-business-requirement-sale', 'odoo13-addon-business-requirement-sale-timesheet']"
8174,odoo13-addons-oca-connector-cmis,unknown,['odoo13-addon-cmis']
8175,odoo13-addons-oca-website-cms,unknown,['odoo13-addon-cms-form-example']
8176,odoo13-addons-oca-connector-interfaces,unknown,"['odoo13-addon-connector-importer', 'odoo13-addon-connector-importer-demo', 'odoo13-addon-connector-importer-source-sftp']"
8177,odoo13-addons-oca-connector-jira,unknown,"['odoo13-addon-connector-jira', 'odoo13-addon-connector-jira-servicedesk', 'odoo13-addon-connector-jira-tempo', 'odoo13-addon-connector-jira-tempo-base', 'odoo13-addon-multi-step-wizard', 'odoo13-addon-server-env-connector-jira']"
8178,odoo13-addons-oca-vertical-association,unknown,"['odoo13-addon-contract', 'odoo13-addon-contract-membership-delegated-partner', 'odoo13-addon-membership-delegated-partner', 'odoo13-addon-membership-extension', 'odoo13-addon-membership-initial-fee', 'odoo13-addon-membership-variable-period', 'odoo13-addon-membership-withdrawal', 'odoo13-addon-website-membership-random-order']"
8179,odoo13-addons-oca-management-system,unknown,"['odoo13-addon-crm-claim', 'odoo13-addon-document-page', 'odoo13-addon-document-page-environmental-aspect', 'odoo13-addon-document-page-environment-manual', 'odoo13-addon-document-page-health-safety-manual', 'odoo13-addon-document-page-procedure', 'odoo13-addon-document-page-quality-manual', 'odoo13-addon-document-page-work-instruction', 'odoo13-addon-knowledge', 'odoo13-addon-mgmtsystem', 'odoo13-addon-mgmtsystem-action', 'odoo13-addon-mgmtsystem-action-efficacy', 'odoo13-addon-mgmtsystem-action-template', 'odoo13-addon-mgmtsystem-audit', 'odoo13-addon-mgmtsystem-claim', 'odoo13-addon-mgmtsystem-environment', 'odoo13-addon-mgmtsystem-hazard', 'odoo13-addon-mgmtsystem-hazard-risk', 'odoo13-addon-mgmtsystem-health-safety', 'odoo13-addon-mgmtsystem-info-security-manual', 'odoo13-addon-mgmtsystem-manual', 'odoo13-addon-mgmtsystem-nonconformity', 'odoo13-addon-mgmtsystem-nonconformity-hr', 'odoo13-addon-mgmtsystem-nonconformity-mrp', 'odoo13-addon-mgmtsystem-nonconformity-product', 'odoo13-addon-mgmtsystem-nonconformity-type', 'odoo13-addon-mgmtsystem-partner', 'odoo13-addon-mgmtsystem-quality', 'odoo13-addon-mgmtsystem-review', 'odoo13-addon-mgmtsystem-survey']"
8180,odoo13-addons-oca-event,unknown,"['odoo13-addon-crm-event', 'odoo13-addon-event-contact', 'odoo13-addon-event-email-reminder', 'odoo13-addon-event-mail', 'odoo13-addon-event-registration-cancel-reason', 'odoo13-addon-event-registration-lang', 'odoo13-addon-event-registration-multi-qty', 'odoo13-addon-event-registration-partner-unique', 'odoo13-addon-event-sale-registration-multi-qty', 'odoo13-addon-event-sale-reservation', 'odoo13-addon-event-sale-session', 'odoo13-addon-event-session', 'odoo13-addon-event-session-registration-multi-qty', 'odoo13-addon-event-type-multi-company', 'odoo13-addon-partner-event', 'odoo13-addon-sale-crm-event-reservation', 'odoo13-addon-website-event-crm', 'odoo13-addon-website-event-require-login', 'odoo13-addon-website-event-sale-hide-ticket']"
8181,odoo13-addons-oca-timesheet,unknown,"['odoo13-addon-crm-timesheet', 'odoo13-addon-date-range', 'odoo13-addon-hr-timesheet-activity-begin-end', 'odoo13-addon-hr-timesheet-analysis', 'odoo13-addon-hr-timesheet-role', 'odoo13-addon-hr-timesheet-sheet', 'odoo13-addon-hr-timesheet-sheet-autodraft', 'odoo13-addon-hr-timesheet-sheet-autodraft-project', 'odoo13-addon-hr-timesheet-sheet-policy-project-manager', 'odoo13-addon-hr-timesheet-task-domain', 'odoo13-addon-hr-timesheet-task-required', 'odoo13-addon-hr-timesheet-task-stage', 'odoo13-addon-hr-utilization-analysis', 'odoo13-addon-project-role', 'odoo13-addon-project-stage-closed', 'odoo13-addon-project-timesheet-time-control', 'odoo13-addon-sale-timesheet-line-exclude', 'odoo13-addon-sale-timesheet-order-line-sync', 'odoo13-addon-sale-timesheet-rounded', 'odoo13-addon-sale-timesheet-task-exclude', 'odoo13-addon-web-widget-x2many-2d-matrix']"
8182,odoo13-addons-oca-currency,unknown,"['odoo13-addon-currency-rate-inverted', 'odoo13-addon-currency-rate-update', 'odoo13-addon-currency-rate-update-transferwise']"
8183,odoo13-addons-oca-rest-framework,unknown,['odoo13-addon-datamodel']
8184,odoo13-addons-oca-ddmrp,unknown,"['odoo13-addon-date-range', 'odoo13-addon-ddmrp-adjustment', 'odoo13-addon-sale-order-line-date', 'odoo13-addon-web-widget-x2many-2d-matrix']"
8185,odoo13-addons-oca-l10n-romania,unknown,"['odoo13-addon-date-range', 'odoo13-addon-l10n-ro-account-period-close', 'odoo13-addon-l10n-ro-account-report-invoice', 'odoo13-addon-l10n-ro-address-extended', 'odoo13-addon-l10n-ro-city', 'odoo13-addon-l10n-ro-config', 'odoo13-addon-l10n-ro-dvi', 'odoo13-addon-l10n-ro-edi-ubl', 'odoo13-addon-l10n-ro-fiscal-validation', 'odoo13-addon-l10n-ro-partner-create-by-vat', 'odoo13-addon-l10n-ro-partner-statement', 'odoo13-addon-l10n-ro-partner-unique', 'odoo13-addon-l10n-ro-siruta', 'odoo13-addon-l10n-ro-stock', 'odoo13-addon-l10n-ro-stock-account', 'odoo13-addon-l10n-ro-stock-report', 'odoo13-addon-l10n-ro-vat-on-payment', 'odoo13-addon-partner-statement', 'odoo13-addon-report-xlsx', 'odoo13-addon-report-xlsx-helper']"
8186,odoo13-addons-oca-stock-logistics-reporting,unknown,"['odoo13-addon-date-range', 'odoo13-addon-delivery-line-sale-line-position', 'odoo13-addon-report-xlsx', 'odoo13-addon-report-xlsx-helper', 'odoo13-addon-sale-order-line-position', 'odoo13-addon-stock-account-quantity-history-location', 'odoo13-addon-stock-account-valuation-report', 'odoo13-addon-stock-card-report', 'odoo13-addon-stock-inventory-valuation-pivot', 'odoo13-addon-stock-inventory-valuation-show-remaining', 'odoo13-addon-stock-inventory-valuation-unit-cost', 'odoo13-addon-stock-move-assign-picking-hook', 'odoo13-addon-stock-move-value-report', 'odoo13-addon-stock-picking-group-by-partner-by-carrier', 'odoo13-addon-stock-picking-group-by-partner-by-carrier-sale-line-position', 'odoo13-addon-stock-picking-report-custom-description', 'odoo13-addon-stock-picking-report-undelivered-product', 'odoo13-addon-stock-picking-report-valued', 'odoo13-addon-stock-picking-report-valued-sale-mrp', 'odoo13-addon-stock-quantity-history-location', 'odoo13-addon-stock-report-quantity-by-location']"
8187,odoo13-addons-oca-mis-builder,unknown,"['odoo13-addon-date-range', 'odoo13-addon-mis-builder', 'odoo13-addon-mis-builder-budget', 'odoo13-addon-mis-builder-demo', 'odoo13-addon-report-xlsx']"
8188,odoo13-addons-oca-l10n-estonia,unknown,"['odoo13-addon-date-range', 'odoo13-addon-l10n-ee-accounting', 'odoo13-addon-l10n-ee-reporting', 'odoo13-addon-mis-builder', 'odoo13-addon-report-xlsx']"
8189,odoo13-addons-oca-l10n-usa,unknown,"['odoo13-addon-date-range', 'odoo13-addon-l10n-us-form-1099', 'odoo13-addon-l10n-us-gaap', 'odoo13-addon-l10n-us-gaap-mis-report', 'odoo13-addon-mis-builder', 'odoo13-addon-report-xlsx']"
8190,odoo13-addons-oca-sale-promotion,unknown,"['odoo13-addon-delivery-auto-refresh', 'odoo13-addon-sale-commercial-partner', 'odoo13-addon-sale-coupon-auto-refresh', 'odoo13-addon-sale-coupon-chatter', 'odoo13-addon-sale-coupon-criteria-multi-product', 'odoo13-addon-sale-coupon-criteria-order-based', 'odoo13-addon-sale-coupon-delivery-auto-refresh', 'odoo13-addon-sale-coupon-domain-free-product', 'odoo13-addon-sale-coupon-domain-product-discount', 'odoo13-addon-sale-coupon-incompatibility', 'odoo13-addon-sale-coupon-limit', 'odoo13-addon-sale-coupon-mass-mailing', 'odoo13-addon-sale-coupon-multi-gift', 'odoo13-addon-sale-coupon-multiplier-free-product', 'odoo13-addon-sale-coupon-order-line-link', 'odoo13-addon-sale-coupon-order-suggestion', 'odoo13-addon-sale-coupon-partner', 'odoo13-addon-sale-coupon-selection-wizard', 'odoo13-addon-website-sale-coupon-restrict', 'odoo13-addon-website-sale-coupon-selection-wizard']"
8191,odoo13-addons-oca-server-brand,unknown,"['odoo13-addon-disable-odoo-online', 'odoo13-addon-remove-odoo-enterprise', 'odoo13-addon-remove-odoo-mobile-appstore']"
8192,odoo13-addons-oca-donation,unknown,"['odoo13-addon-donation', 'odoo13-addon-donation-base']"
8193,odoo13-addons-oca-fleet,unknown,"['odoo13-addon-fleet-vehicle-calendar-year', 'odoo13-addon-fleet-vehicle-category', 'odoo13-addon-fleet-vehicle-fuel-capacity', 'odoo13-addon-fleet-vehicle-fuel-type-ethanol', 'odoo13-addon-fleet-vehicle-history-date-end', 'odoo13-addon-fleet-vehicle-inspection', 'odoo13-addon-fleet-vehicle-inspection-template', 'odoo13-addon-fleet-vehicle-license-plate-alt', 'odoo13-addon-fleet-vehicle-notebook', 'odoo13-addon-fleet-vehicle-pivot-graph', 'odoo13-addon-fleet-vehicle-service-calendar', 'odoo13-addon-fleet-vehicle-service-kanban', 'odoo13-addon-fleet-vehicle-stock']"
8194,odoo13-addons-oca-interface-github,unknown,"['odoo13-addon-github-connector', 'odoo13-addon-github-connector-oca', 'odoo13-addon-github-connector-odoo']"
8195,odoo13-addons-oca-vertical-hotel,unknown,"['odoo13-addon-hotel', 'odoo13-addon-hotel-housekeeping', 'odoo13-addon-hotel-reservation', 'odoo13-addon-hotel-restaurant', 'odoo13-addon-report-hotel-reservation', 'odoo13-addon-report-hotel-restaurant']"
8196,odoo13-addons-oca-hr-attendance,unknown,"['odoo13-addon-hr-attendance-autoclose', 'odoo13-addon-hr-attendance-geolocation', 'odoo13-addon-hr-attendance-modification-tracking', 'odoo13-addon-hr-attendance-report-theoretical-time', 'odoo13-addon-hr-attendance-rfid', 'odoo13-addon-hr-attendance-user-list', 'odoo13-addon-hr-birthday-welcome-message', 'odoo13-addon-hr-holidays-public']"
8197,odoo13-addons-oca-commission,unknown,"['odoo13-addon-hr-commission', 'odoo13-addon-sale-commission', 'odoo13-addon-sale-commission-delegated-partner', 'odoo13-addon-sale-commission-formula', 'odoo13-addon-sale-commission-pricelist', 'odoo13-addon-sale-commission-salesman']"
8198,odoo13-addons-oca-hr-holidays,unknown,"['odoo13-addon-hr-holidays-credit', 'odoo13-addon-hr-holidays-leave-auto-approve', 'odoo13-addon-hr-holidays-leave-repeated', 'odoo13-addon-hr-holidays-natural-period', 'odoo13-addon-hr-holidays-public', 'odoo13-addon-hr-holidays-settings', 'odoo13-addon-hr-holidays-validity-date']"
8199,odoo13-addons-oca-project,unknown,"['odoo13-addon-hr-timesheet-task-domain', 'odoo13-addon-hr-timesheet-task-stage', 'odoo13-addon-onchange-helper', 'odoo13-addon-project-budget', 'odoo13-addon-project-category', 'odoo13-addon-project-custom-info', 'odoo13-addon-project-deadline', 'odoo13-addon-project-description', 'odoo13-addon-project-duplicate-subtask', 'odoo13-addon-project-hr', 'odoo13-addon-project-list', 'odoo13-addon-project-milestone', 'odoo13-addon-project-parent-task-filter', 'odoo13-addon-project-purchase-link', 'odoo13-addon-project-risk', 'odoo13-addon-project-role', 'odoo13-addon-project-sale-link', 'odoo13-addon-project-stage-closed', 'odoo13-addon-project-stage-state', 'odoo13-addon-project-status', 'odoo13-addon-project-stock', 'odoo13-addon-project-stock-product-set', 'odoo13-addon-project-tag', 'odoo13-addon-project-task-add-very-high', 'odoo13-addon-project-task-code', 'odoo13-addon-project-task-default-stage', 'odoo13-addon-project-task-dependency', 'odoo13-addon-project-task-digitized-signature', 'odoo13-addon-project-task-markdown', 'odoo13-addon-project-task-material', 'odoo13-addon-project-task-pull-request', 'odoo13-addon-project-task-report', 'odoo13-addon-project-task-send-by-mail', 'odoo13-addon-project-template', 'odoo13-addon-project-timeline', 'odoo13-addon-project-timeline-hr-timesheet', 'odoo13-addon-project-timeline-task-dependency', 'odoo13-addon-project-timesheet-time-control', 'odoo13-addon-project-timesheet-time-control-sale', 'odoo13-addon-sale-product-set', 'odoo13-addon-web-timeline', 'odoo13-addon-web-widget-text-markdown']"
8200,odoo13-addons-oca-intrastat-extrastat,unknown,"['odoo13-addon-hs-code-link', 'odoo13-addon-intrastat-base', 'odoo13-addon-intrastat-product', 'odoo13-addon-intrastat-product-generic', 'odoo13-addon-product-harmonized-system', 'odoo13-addon-product-harmonized-system-delivery', 'odoo13-addon-product-harmonized-system-stock', 'odoo13-addon-report-xlsx', 'odoo13-addon-report-xlsx-helper']"
8201,odoo13-addons-oca-iot,unknown,"['odoo13-addon-iot-amqp-oca', 'odoo13-addon-iot-input-oca', 'odoo13-addon-iot-oca', 'odoo13-addon-iot-option-oca', 'odoo13-addon-iot-output-oca', 'odoo13-addon-iot-template-oca']"
8202,odoo13-addons-oca-l10n-finland,unknown,"['odoo13-addon-l10n-fi-banks', 'odoo13-addon-l10n-fi-payment-terms', 'odoo13-addon-l10n-fi-sale-refund-payment-reference']"
8203,odoo13-addons-oca-l10n-mexico,unknown,"['odoo13-addon-l10n-mx-res-partner', 'odoo13-addon-l10n-mx-sat-account', 'odoo13-addon-l10n-mx-sat-reference']"
8204,odoo13-addons-oca-server-env,unknown,"['odoo13-addon-mail-environment', 'odoo13-addon-server-environment-ir-config-parameter']"
8205,odoo13-addons-oca-manufacture-reporting,unknown,"['odoo13-addon-mrp-bom-current-stock', 'odoo13-addon-mrp-bom-matrix-report', 'odoo13-addon-mrp-bom-structure-report-level-1', 'odoo13-addon-mrp-bom-structure-xlsx', 'odoo13-addon-mrp-bom-structure-xlsx-level-1', 'odoo13-addon-mrp-flattened-bom-xlsx', 'odoo13-addon-report-xlsx']"
8206,odoo13-addons-oca-product-attribute,unknown,"['odoo13-addon-packaging-uom', 'odoo13-addon-partner-company-group', 'odoo13-addon-product-abc-classification', 'odoo13-addon-product-abc-classification-sale', 'odoo13-addon-product-assortment', 'odoo13-addon-product-attribute-archive', 'odoo13-addon-product-attribute-value-menu', 'odoo13-addon-product-bom-revision', 'odoo13-addon-product-category-active', 'odoo13-addon-product-category-code', 'odoo13-addon-product-category-description', 'odoo13-addon-product-code-mandatory', 'odoo13-addon-product-code-unique', 'odoo13-addon-product-cost-security', 'odoo13-addon-product-dimension', 'odoo13-addon-product-dimension-volumetric-weight', 'odoo13-addon-product-expiry-configurable', 'odoo13-addon-product-list-pricelist-price', 'odoo13-addon-product-lot-sequence', 'odoo13-addon-product-manufacturer', 'odoo13-addon-product-medical', 'odoo13-addon-product-multi-category', 'odoo13-addon-product-multi-price', 'odoo13-addon-product-net-weight', 'odoo13-addon-product-packaging-dimension', 'odoo13-addon-product-packaging-type-pallet', 'odoo13-addon-product-packaging-type-required', 'odoo13-addon-product-packaging-unit-price-calculator', 'odoo13-addon-product-pricelist-assortment', 'odoo13-addon-product-pricelist-button-box', 'odoo13-addon-product-pricelist-by-contact', 'odoo13-addon-product-pricelist-direct-print', 'odoo13-addon-product-pricelist-direct-print-company-group', 'odoo13-addon-product-pricelist-direct-print-website-sale', 'odoo13-addon-product-pricelist-revision', 'odoo13-addon-product-pricelist-simulation', 'odoo13-addon-product-pricelist-supplierinfo', 'odoo13-addon-product-product-template-navigation', 'odoo13-addon-product-restricted-type', 'odoo13-addon-product-secondary-unit', 'odoo13-addon-product-sequence', 'odoo13-addon-product-state', 'odoo13-addon-product-stock-state', 'odoo13-addon-product-supplierinfo-for-customer', 'odoo13-addon-product-supplierinfo-revision', 'odoo13-addon-product-template-tags', 'odoo13-addon-product-template-tags-code', 'odoo13-addon-product-total-weight-from-packaging', 'odoo13-addon-product-uom-updatable', 'odoo13-addon-product-variant-attribute-name-manager', 'odoo13-addon-product-weight', 'odoo13-addon-report-xlsx', 'odoo13-addon-stock-account-product-cost-security', 'odoo13-addon-stock-production-lot-firmware-version']"
8207,odoo13-addons-oca-survey,unknown,"['odoo13-addon-partner-survey', 'odoo13-addon-report-xlsx', 'odoo13-addon-resource-booking', 'odoo13-addon-survey-description', 'odoo13-addon-survey-question-type-five-star', 'odoo13-addon-survey-resource-booking', 'odoo13-addon-survey-xlsx']"
8208,odoo13-addons-oca-pos,unknown,"['odoo13-addon-pos-customer-required', 'odoo13-addon-pos-default-partner', 'odoo13-addon-pos-empty-home', 'odoo13-addon-pos-event-sale', 'odoo13-addon-pos-fix-search-limit', 'odoo13-addon-pos-margin', 'odoo13-addon-pos-order-mgmt', 'odoo13-addon-pos-order-to-sale-order', 'odoo13-addon-pos-partner-lang', 'odoo13-addon-pos-payment-method-image', 'odoo13-addon-pos-payment-terminal', 'odoo13-addon-pos-picking-delayed', 'odoo13-addon-pos-product-sort', 'odoo13-addon-pos-quick-logout', 'odoo13-addon-pos-stock-picking-invoice-link', 'odoo13-addon-pos-timeout', 'odoo13-addon-stock-picking-invoice-link']"
8209,odoo13-addons-oca-data-protection,unknown,"['odoo13-addon-privacy', 'odoo13-addon-privacy-consent']"
8210,odoo13-addons-oca-product-variant,unknown,"['odoo13-addon-product-attribute-value-archive', 'odoo13-addon-product-variant-attribute-tax', 'odoo13-addon-product-variant-configurator', 'odoo13-addon-product-variant-configurator-manual-creation', 'odoo13-addon-product-variant-configurator-website-sale', 'odoo13-addon-product-variant-default-code', 'odoo13-addon-product-variant-sale-price', 'odoo13-addon-purchase-variant-configurator', 'odoo13-addon-purchase-variant-configurator-on-confirm', 'odoo13-addon-sale-product-variant-attribute-tax', 'odoo13-addon-sale-variant-configurator']"
8211,odoo13-addons-oca-storage,unknown,"['odoo13-addon-product-brand', 'odoo13-addon-storage-image-backend-migration', 'odoo13-addon-storage-import-image-advanced']"
8212,odoo13-addons-oca-product-pack,unknown,"['odoo13-addon-product-pack', 'odoo13-addon-sale-product-pack', 'odoo13-addon-sale-stock-product-pack', 'odoo13-addon-stock-product-pack', 'odoo13-addon-website-sale-product-pack']"
8213,odoo13-addons-oca-web,unknown,"['odoo13-addon-product-secondary-unit', 'odoo13-addon-sale-order-secondary-unit', 'odoo13-addon-web-action-conditionable', 'odoo13-addon-web-advanced-search', 'odoo13-addon-web-company-color', 'odoo13-addon-web-confirm-duplicate', 'odoo13-addon-web-decimal-numpad-dot', 'odoo13-addon-web-dialog-size', 'odoo13-addon-web-disable-export-group', 'odoo13-addon-web-domain-field', 'odoo13-addon-web-environment-ribbon', 'odoo13-addon-web-group-expand', 'odoo13-addon-web-ir-actions-act-window-message', 'odoo13-addon-web-listview-range-select', 'odoo13-addon-web-m2x-options', 'odoo13-addon-web-no-bubble', 'odoo13-addon-web-notify', 'odoo13-addon-web-pivot-computed-measure', 'odoo13-addon-web-refresher', 'odoo13-addon-web-search-with-and', 'odoo13-addon-web-send-message-popup', 'odoo13-addon-web-set-single-page-hidden', 'odoo13-addon-web-sheet-full-width', 'odoo13-addon-web-timeline', 'odoo13-addon-web-time-range-menu-custom', 'odoo13-addon-web-translate-dialog', 'odoo13-addon-web-tree-dynamic-colored-field', 'odoo13-addon-web-tree-image-tooltip', 'odoo13-addon-web-tree-many2one-clickable', 'odoo13-addon-web-view-calendar-list', 'odoo13-addon-web-widget-child-selector', 'odoo13-addon-web-widget-domain-editor-dialog', 'odoo13-addon-web-widget-dropdown-dynamic', 'odoo13-addon-web-widget-dropdown-dynamic-example', 'odoo13-addon-web-widget-many2one-simple', 'odoo13-addon-web-widget-numeric-step', 'odoo13-addon-web-widget-one2many-product-picker', 'odoo13-addon-web-widget-one2many-product-picker-sale-secondary-unit', 'odoo13-addon-web-widget-one2many-product-picker-sale-stock', 'odoo13-addon-web-widget-one2many-tree-line-duplicate', 'odoo13-addon-web-widget-open-tab', 'odoo13-addon-web-widget-text-markdown', 'odoo13-addon-web-widget-x2many-2d-matrix', 'odoo13-addon-web-widget-x2many-2d-matrix-example']"
8214,odoo13-addons-oca-rma,unknown,"['odoo13-addon-product-warranty', 'odoo13-addon-rma', 'odoo13-addon-rma-delivery', 'odoo13-addon-rma-sale', 'odoo13-addon-rma-sale-mrp', 'odoo13-addon-website-rma']"
8215,odoo13-addons-oca-project-reporting,unknown,['odoo13-addon-project-task-report']
8216,odoo13-addons-oca-vertical-realestate,unknown,"['odoo13-addon-realestate', 'odoo13-addon-realestate-estate']"
8217,odoo13-addons-oca-role-policy,unknown,"['odoo13-addon-report-xlsx', 'odoo13-addon-report-xlsx-helper', 'odoo13-addon-role-policy', 'odoo13-addon-role-policy-account', 'odoo13-addon-role-policy-demo', 'odoo13-addon-role-policy-sale']"
8218,odoo13-addons-oca-calendar,unknown,['odoo13-addon-resource-booking']
8219,odoo13-addons-oca-stock-logistics-transport,unknown,"['odoo13-addon-shipment-advice', 'odoo13-addon-stock-dock', 'odoo13-addon-stock-location-address']"
8220,odoo13-addons-oca-stock-logistics-tracking,unknown,['odoo13-addon-stock-picking-manual-package']
8221,odoo13-addons-oca-website-themes,unknown,['odoo13-addon-theme-kaizen']
8222,odoo13-addons-oca-website,unknown,"['odoo13-addon-website-analytics-piwik', 'odoo13-addon-website-cookiebot', 'odoo13-addon-website-cookiefirst', 'odoo13-addon-website-cookie-notice', 'odoo13-addon-website-critical-css', 'odoo13-addon-website-crm-privacy-policy', 'odoo13-addon-website-crm-quick-answer', 'odoo13-addon-website-crm-recaptcha', 'odoo13-addon-website-form-recaptcha', 'odoo13-addon-website-google-tag-manager', 'odoo13-addon-website-legal-page', 'odoo13-addon-website-menu-by-user-status', 'odoo13-addon-website-menu-icon', 'odoo13-addon-website-no-crawler', 'odoo13-addon-website-prevent-cls', 'odoo13-addon-website-typed-text', 'odoo13-addon-website-video-preview']"
8223,odoo14-addons-oca-account-financial-tools,unknown,"['odoo14-addon-account-account-constraint-code', 'odoo14-addon-account-asset-batch-compute', 'odoo14-addon-account-asset-low-value', 'odoo14-addon-account-asset-management', 'odoo14-addon-account-asset-management-menu', 'odoo14-addon-account-asset-number', 'odoo14-addon-account-asset-transfer', 'odoo14-addon-account-balance-line', 'odoo14-addon-account-cash-deposit', 'odoo14-addon-account-chart-update', 'odoo14-addon-account-check-deposit', 'odoo14-addon-account-fiscal-month', 'odoo14-addon-account-fiscal-position-vat-check', 'odoo14-addon-account-fiscal-year', 'odoo14-addon-account-invoice-constraint-chronology', 'odoo14-addon-account-journal-lock-date', 'odoo14-addon-account-loan', 'odoo14-addon-account-lock-date-update', 'odoo14-addon-account-lock-to-date', 'odoo14-addon-account-menu', 'odoo14-addon-account-move-budget', 'odoo14-addon-account-move-fiscal-month', 'odoo14-addon-account-move-fiscal-year', 'odoo14-addon-account-move-force-removal', 'odoo14-addon-account-move-line-check-number', 'odoo14-addon-account-move-line-menu', 'odoo14-addon-account-move-line-purchase-info', 'odoo14-addon-account-move-line-sale-info', 'odoo14-addon-account-move-line-stock-info', 'odoo14-addon-account-move-line-tax-editable', 'odoo14-addon-account-move-name-sequence', 'odoo14-addon-account-move-reversal-choose-method', 'odoo14-addon-account-move-template', 'odoo14-addon-account-netting', 'odoo14-addon-account-no-default', 'odoo14-addon-account-reconcile-show-boolean', 'odoo14-addon-account-template-active', 'odoo14-addon-base-vat-optional-vies', 'odoo14-addon-date-range', 'odoo14-addon-product-category-product-link', 'odoo14-addon-product-category-tax', 'odoo14-addon-report-xlsx', 'odoo14-addon-report-xlsx-helper', 'odoo14-addon-stock-account-prepare-anglo-saxon-out-lines-hook', 'vatnumber']"
8224,odoo14-addons-oca-account-analytic,unknown,"['odoo14-addon-account-analytic-distribution-required', 'odoo14-addon-account-analytic-parent', 'odoo14-addon-account-analytic-required', 'odoo14-addon-account-analytic-sequence', 'odoo14-addon-account-analytic-tag-default', 'odoo14-addon-account-analytic-wip', 'odoo14-addon-account-menu', 'odoo14-addon-account-move-update-analytic', 'odoo14-addon-analytic-activity-based-cost', 'odoo14-addon-analytic-base-department', 'odoo14-addon-analytic-partner', 'odoo14-addon-analytic-partner-hr-timesheet', 'odoo14-addon-analytic-tag-dimension', 'odoo14-addon-analytic-tag-dimension-enhanced', 'odoo14-addon-mrp-analytic', 'odoo14-addon-mrp-analytic-child-mo', 'odoo14-addon-mrp-analytic-sale-project', 'odoo14-addon-pos-analytic-by-config', 'odoo14-addon-procurement-mto-analytic', 'odoo14-addon-product-analytic', 'odoo14-addon-product-analytic-purchase', 'odoo14-addon-product-analytic-sale', 'odoo14-addon-purchase-analytic', 'odoo14-addon-purchase-request-analytic', 'odoo14-addon-purchase-stock-analytic', 'odoo14-addon-sale-stock-analytic', 'odoo14-addon-stock-analytic', 'odoo14-addon-stock-inventory-analytic', 'odoo14-addon-stock-picking-analytic']"
8225,odoo14-addons-oca-manufacture,unknown,"['odoo14-addon-account-analytic-wip', 'odoo14-addon-account-move-line-mrp-info', 'odoo14-addon-account-move-line-stock-info', 'odoo14-addon-analytic-activity-based-cost', 'odoo14-addon-base-repair', 'odoo14-addon-date-range', 'odoo14-addon-mrp-account-analytic', 'odoo14-addon-mrp-analytic', 'odoo14-addon-mrp-analytic-cost', 'odoo14-addon-mrp-attachment-mgmt', 'odoo14-addon-mrp-bom-attribute-match', 'odoo14-addon-mrp-bom-component-menu', 'odoo14-addon-mrp-bom-hierarchy', 'odoo14-addon-mrp-bom-line-sequence', 'odoo14-addon-mrp-lot-on-hand-first', 'odoo14-addon-mrp-multi-level-estimate', 'odoo14-addon-mrp-planned-order-matrix', 'odoo14-addon-mrp-production-grouped-by-product', 'odoo14-addon-mrp-production-putaway-strategy', 'odoo14-addon-mrp-production-quant-manual-assign', 'odoo14-addon-mrp-production-serial-matrix', 'odoo14-addon-mrp-progress-button', 'odoo14-addon-mrp-restrict-lot', 'odoo14-addon-mrp-sale-info', 'odoo14-addon-mrp-subcontracting-bom-dual-use', 'odoo14-addon-mrp-subcontracting-inhibit', 'odoo14-addon-mrp-subcontracting-resupply-link', 'odoo14-addon-mrp-tag', 'odoo14-addon-mrp-workcenter-hierarchical', 'odoo14-addon-quality-control-mrp-oca', 'odoo14-addon-quality-control-oca', 'odoo14-addon-quality-control-stock-oca', 'odoo14-addon-repair-discount', 'odoo14-addon-repair-refurbish', 'odoo14-addon-repair-type', 'odoo14-addon-stock-demand-estimate-matrix', 'odoo14-addon-stock-lot-on-hand-first', 'odoo14-addon-stock-lot-product-qty-search', 'odoo14-addon-stock-picking-product-kit-helper', 'odoo14-addon-stock-quant-manual-assign', 'odoo14-addon-stock-restrict-lot', 'odoo14-addon-stock-whole-kit-constraint', 'odoo14-addon-web-domain-field', 'odoo14-addon-web-widget-x2many-2d-matrix']"
